no,Name,COUNTYNAME,TOWNNAME,x,y
AS_0788,楠西,臺南市,楠西區,120.4823871,23.17880645
AS_0789,楠西．檨子坑,臺南市,楠西區,120.5011961,23.19515454
AS_0790,溪尾,臺南市,善化區,120.2834744,23.15475345
AS_0791,溫厝廍,臺南市,柳營區,120.3151214,23.2634695
AS_0792,照興,臺南市,楠西區,120.4812613,23.18917257
AS_0793,睦光遺物出土地點,臺南市,左鎮區,120.4185169,23.05542607
AS_0794,聖功女中,臺南市,北區,120.2226165,23.01730151
AS_0795,聖功女中,臺南市,北區,120.2139017,23.01778171
AS_0796,過嶺,臺南市,南化區,120.6100871,23.20378997
AS_0797,道爺,臺南市,新市區,120.2727366,23.09962074
AS_0798,道爺,臺南市,新市區,120.2730639,23.09887008
AS_0799,道爺南,臺南市,新市區,120.2746971,23.09660553
AS_0800,道爺南,臺南市,新市區,120.2747039,23.09683045
AS_0801,道爺南糖廍,臺南市,新市區,120.2737879,23.09714419
AS_0802,旗竿地,臺南市,新市區,120.2545647,23.1027352
AS_0803,旗竿地東,臺南市,新市區,120.2587221,23.10183288
AS_0804,旗桿地,臺南市,新市區,120.2546565,23.1034645
AS_0805,旗桿地北,臺南市,新市區,120.2538121,23.10612438
AS_0806,旗桿地東,臺南市,新市區,120.258084,23.10149402
AS_0807,網寮 Ⅱ,臺南市,永康區,120.2471727,23.00174066
AS_0808,網寮,臺南市,永康區,120.2442997,23.00335877
AS_0809,鳳梨山,臺南市,官田區,120.3438924,23.16927925
AS_0810,寮子,臺南市,後壁區,120.3491853,23.35901203
AS_0811,德崙,臺南市,仁德區,120.2719404,22.94019938
AS_0812,瘦砂,臺南市,新市區,120.2696661,23.09862641
AS_0813,瘦砂,臺南市,新市區,120.2698167,23.09802699
AS_0814,蔦松,臺南市,永康區,120.2602323,23.04132923
AS_0815,鄭拐北,臺南市,安定區,120.2421415,23.12439978
AS_0816,鞍子,臺南市,南區,120.1931013,22.95555802
AS_0817,樹腳,臺南市,新市區,120.3000941,23.09477782
AS_0818,樹腳,臺南市,新市區,120.3003669,23.09426683
AS_0819,橋頭,臺南市,白河區,120.430936,23.38286399
AS_0820,橋頭,臺南市,白河區,120.4326861,23.38357902
AS_0821,橋頭疑似,臺南市,新市區,120.2746609,23.07777093
AS_0822,盧芝潭,臺南市,楠西區,120.49965,23.20017835
AS_0823,興北,臺南市,楠西區,120.4879041,23.19277501
AS_0824,頭社,臺南市,大內區,120.3847009,23.13455457
AS_0825,龍目井,臺南市,新市區,120.3100251,23.10931494
AS_0826,龍目井,臺南市,新市區,120.3105853,23.10937768
AS_0827,龜子港,臺南市,六甲區,120.3174717,23.26007744
AS_0828,龜子頭,臺南市,南化區,120.6038006,23.19008975
AS_0829,歸仁窯,臺南市,歸仁區,120.3167858,22.95652117
AS_0830,濺尿仔遺物出土地點,臺南市,楠西區,120.4947668,23.20905475
AS_0831,豐德橋,臺南市,歸仁區,120.2703684,22.93190115
AS_0832,蘇貞埔,臺南市,南化區,120.467561,23.04434612
AS_0833,蘇厝,臺南市,安定區,120.2582587,23.12298644
AS_0834,鹽水．土庫,臺南市,鹽水區,120.2800962,23.31991168
AS_0835,鹽水坑遺物出土地點,臺南市,南化區,120.5198423,23.0851281
AS_0836,鹽水港,臺南市,鹽水區,120.2621055,23.3190779
AS_0837,鹽水．番子寮,臺南市,鹽水區,120.2442807,23.3074082
AS_0838,鹽埕地,臺南市,七股區,120.1453366,23.13415425
AS_0839,灣丘,臺南市,楠西區,120.515013,23.17762132
AS_0840,灣港,臺南市,安定區,120.2661356,23.11977245
AS_0841,灣港南,臺南市,善化區,120.2660385,23.11069676
AS_0842,灣潭,臺南市,楠西區,120.4693023,23.17027221
AS_0843,籬仔尾,臺南市,新化區,120.3055391,23.05191763
AS_0844,七里橋,臺東縣,東河鄉,121.2769423,22.94054243
AS_0845,七塊厝,臺東縣,東河鄉,121.223572,22.94124599
AS_0846,八仙洞,臺東縣,長濱鄉,121.476451,23.39649199
AS_0847,八仙洞 Ⅱ,臺東縣,長濱鄉,121.479198,23.39851599
AS_0848,八仙洞 Ⅲ,臺東縣,長濱鄉,121.475023,23.39383299
AS_0849,八里芒,臺東縣,東河鄉,121.2405519,22.89426199
AS_0850,八桑安,臺東縣,長濱鄉,121.413004,23.25349999
AS_0851,八邊,臺東縣,成功鎮,121.3535572,23.08117383
AS_0852,八邊 Ⅱ,臺東縣,成功鎮,121.3553329,23.083418
AS_0853,八邊 Ⅲ,臺東縣,成功鎮,121.352837,23.08075999
AS_0854,三仙,臺東縣,成功鎮,121.40157,23.122861
AS_0855,三民里,臺東縣,成功鎮,121.3732159,23.10848099
AS_0856,三和,臺東縣,太麻里鄉,121.0344233,22.67670634
AS_0857,三間,臺東縣,長濱鄉,121.469275,23.35881399
AS_0858,上多良,臺東縣,太麻里鄉,120.9541099,22.51152099
AS_0859,上岩灣,臺東縣,卑南鄉,121.11767,22.81718599
AS_0860,上柑仔園,臺東縣,東河鄉,121.29392,23.00795799
AS_0861,上麒麟 Ⅰ,臺東縣,成功鎮,121.3417019,23.09672299
AS_0862,上麒麟 Ⅱ,臺東縣,成功鎮,121.3421829,23.09410299
AS_0863,下田組 Ⅰ,臺東縣,長濱鄉,121.44123,23.30742399
AS_0864,下田組 Ⅱ,臺東縣,長濱鄉,121.440745,23.30877899
AS_0865,下多良,臺東縣,太麻里鄉,120.951681,22.50610199
AS_0866,下麒麟 Ⅰ,臺東縣,成功鎮,121.35608,23.089106
AS_0867,下麒麟 Ⅱ,臺東縣,成功鎮,121.3556199,23.09226699
AS_0868,土坂 Ⅰ(Cinparan),臺東縣,達仁鄉,120.8385079,22.45138899
AS_0869,大白沙,臺東縣,綠島鄉,121.495004,22.638103
AS_0870,大石橋,臺東縣,東河鄉,121.2873514,22.9565038
AS_0871,大竹高,臺東縣,大武鄉,120.93759,22.4473594
AS_0872,大武,臺東縣,大武鄉,120.9056069,22.365644
AS_0873,大柿橋,臺東縣,東河鄉,121.281812,22.95119172
AS_0874,大俱來,臺東縣,長濱鄉,121.4752539,23.389949
AS_0875,大俱來 Ⅱ,臺東縣,長濱鄉,121.4624779,23.37328199
AS_0876,大峰村 Ⅰ,臺東縣,長濱鄉,121.4909523,23.43271532
AS_0877,大峰村 Ⅱ,臺東縣,長濱鄉,121.4906375,23.42982236
AS_0878,大鳥萬,臺東縣,大武鄉,120.8968559,22.38144399
AS_0879,大鳥 Ⅰ,臺東縣,大武鄉,120.9088524,22.38790023
AS_0880,大鳥 Ⅱ,臺東縣,大武鄉,120.910933,22.38822599
AS_0881,大鳥 Ⅲ,臺東縣,大武鄉,120.9123909,22.385969
AS_0882,大壩來,臺東縣,長濱鄉,121.4748759,23.39051124
AS_0883,小馬海蝕洞,臺東縣,成功鎮,121.307514,22.979938
AS_0884,小馬橋,臺東縣,成功鎮,121.3194823,23.00103992
AS_0885,小橋,臺東縣,東河鄉,121.233711,22.88343499
AS_0886,山棕寮,臺東縣,太麻里鄉,121.0104959,22.62803
AS_0887,工作地,臺東縣,大武鄉,120.923551,22.45752012
AS_0888,中興,臺東縣,東河鄉,121.2722915,22.99284679
AS_0889,中興橋,臺東縣,東河鄉,121.2851099,22.993526
AS_0890,中濱,臺東縣,長濱鄉,121.424285,23.28218599
AS_0891,五孔洞,臺東縣,蘭嶼鄉,121.5098471,22.08074226
AS_0892,五家坡,臺東縣,卑南鄉,121.0777509,22.85559199
AS_0893,五線 Ⅰ,臺東縣,東河鄉,121.2031309,22.88178666
AS_0894,五線 Ⅱ,臺東縣,東河鄉,121.2015349,22.87489999
AS_0895,太麻里．溫泉,臺東縣,太麻里鄉,120.9373421,22.53120522
AS_0896,太麻里 Ⅰ,臺東縣,太麻里鄉,120.9944449,22.609968
AS_0897,太麻里 Ⅱ,臺東縣,太麻里鄉,121.0066039,22.62215999
AS_0898,太麻里 Ⅲ,臺東縣,太麻里鄉,120.9993079,22.613129
AS_0899,水上流,臺東縣,東河鄉,121.2211309,22.872101
AS_0900,水源地,臺東縣,東河鄉,121.2849224,22.99819988
AS_0901,加津林 Ⅰ,臺東縣,大武鄉,120.911886,22.41667499
AS_0902,加津林 Ⅱ,臺東縣,大武鄉,120.9188703,22.41657401
AS_0903,加路蘭,臺東縣,臺東市,121.1842124,22.81322056
AS_0904,北坑,臺東縣,太麻里鄉,121.021688,22.657831
AS_0905,北源,臺東縣,東河鄉,121.2855757,23.01614683
AS_0906,北溪,臺東縣,東河鄉,121.2926683,23.03658767
AS_0907,北溪橋,臺東縣,長濱鄉,121.47533,23.41116999
AS_0908,北麒麟,臺東縣,成功鎮,121.3668519,23.101724
AS_0909,古莊,臺東縣,大武鄉,120.879896,22.34124299
AS_0910,四道溝,臺東縣,蘭嶼鄉,121.5761575,22.00507009
AS_0911,正興,臺東縣,太麻里鄉,120.99252,22.60184
AS_0912,永安,臺東縣,鹿野鄉,121.1212478,22.91590744
AS_0913,白守蓮,臺東縣,成功鎮,121.3864559,23.129761
AS_0914,石川,臺東縣,卑南鄉,121.160502,22.789605
AS_0915,石牌橋,臺東縣,長濱鄉,121.4666069,23.365143
AS_0916,石牌橋 Ⅱ,臺東縣,長濱鄉,121.469297,23.365135
AS_0917,石頭山,臺東縣,卑南鄉,121.158071,22.79276799
AS_0918,多良,臺東縣,太麻里鄉,120.9524964,22.48865925
AS_0919,百甲頂,臺東縣,東河鄉,121.2735175,22.98768383
AS_0920,百甲頂 Ⅱ,臺東縣,東河鄉,121.2770499,22.987038
AS_0921,竹湖,臺東縣,長濱鄉,121.423577,23.29031499
AS_0922,羊橋,臺東縣,東河鄉,121.2564037,22.90351881
AS_0923,老番社(太平),臺東縣,卑南鄉,121.0553179,22.80638299
AS_0924,初鹿,臺東縣,卑南鄉,121.0775166,22.85554389
AS_0925,利稻,臺東縣,海端鄉,121.0228655,23.18562936
AS_0926,呂家,臺東縣,卑南鄉,121.060662,22.77477299
AS_0927,呂麻蛟 Ⅰ,臺東縣,綠島鄉,121.5017696,22.67490754
AS_0928,呂麻蛟 Ⅱ,臺東縣,綠島鄉,121.5042946,22.67384396
AS_0929,志航基地,臺東縣,臺東市,121.1721949,22.793657
AS_0930,杉原,臺東縣,卑南鄉,121.1841303,22.84039443
AS_0931,佳里橋,臺東縣,東河鄉,121.264486,22.921316
AS_0932,卑南,臺東縣,臺東市,121.1200839,22.79235
AS_0933,和平,臺東縣,成功鎮,121.3452532,23.07464324
AS_0934,奇崙山,臺東縣,長濱鄉,121.456435,23.32228
AS_0935,奇觀(水上流),臺東縣,東河鄉,121.2196691,22.86777991
AS_0936,宜灣,臺東縣,成功鎮,121.4024397,23.21861098
AS_0937,尚德國小,臺東縣,東河鄉,121.240186,22.96289599
AS_0938,岩灣,臺東縣,臺東市,121.1205849,22.808153
AS_0939,忠勇,臺東縣,長濱鄉,121.43836,23.326846
AS_0940,東河．後寮,臺東縣,東河鄉,121.226522,22.95614299
AS_0941,東河北 Ⅰ,臺東縣,成功鎮,121.3073711,22.9779054
AS_0942,東河北 Ⅱ,臺東縣,成功鎮,121.304101,22.97994399
AS_0943,東河北 Ⅳ(小馬 Ⅳ),臺東縣,成功鎮,121.3093866,22.97675389
AS_0944,東河南 Ⅰ,臺東縣,東河鄉,121.3035989,22.973624
AS_0945,東河南 Ⅱ,臺東縣,東河鄉,121.3082748,22.97284908
AS_0946,東河南 Ⅲ,臺東縣,東河鄉,121.310709,22.9731603
AS_0947,東河南 Ⅳ,臺東縣,東河鄉,121.3056004,22.96959063
AS_0948,東清 Ⅰ,臺東縣,蘭嶼鄉,121.56676,22.05994125
AS_0949,東清 Ⅱ,臺東縣,蘭嶼鄉,121.5635661,22.05813953
AS_0950,油子湖,臺東縣,綠島鄉,121.508722,22.664701
AS_0951,芝田,臺東縣,成功鎮,121.3874379,23.11417396
AS_0952,芝田 Ⅱ,臺東縣,成功鎮,121.385693,23.119017
AS_0953,近黃,臺東縣,金峰鄉,120.878285,22.51915799
AS_0954,金崙,臺東縣,太麻里鄉,120.9680284,22.53210574
AS_0955,長光 Ⅰ,臺東縣,長濱鄉,121.4579601,23.32826447
AS_0956,長光 Ⅱ,臺東縣,長濱鄉,121.4630131,23.33162028
AS_0957,長濱,臺東縣,長濱鄉,121.457695,23.319116
AS_0958,長濱．城山,臺東縣,長濱鄉,121.416647,23.26234
AS_0959,長濱第一公墓,臺東縣,長濱鄉,121.488597,23.426931
AS_0960,南八里 Ⅰ,臺東縣,東河鄉,121.2399297,22.88989601
AS_0961,南八里 Ⅱ,臺東縣,東河鄉,121.2391015,22.89239023
AS_0962,南竹湖,臺東縣,長濱鄉,121.422524,23.26638799
AS_0963,南竹湖 Ⅱ,臺東縣,長濱鄉,121.420586,23.271811
AS_0964,南坑I,臺東縣,太麻里鄉,121.018768,22.65105799
AS_0965,南坑 Ⅱ,臺東縣,太麻里鄉,121.0187679,22.648349
AS_0966,南烏石鼻,臺東縣,長濱鄉,121.409465,23.23075299
AS_0967,南興,臺東縣,關山鎮,121.1768349,22.99187699
AS_0968,城子埔,臺東縣,長濱鄉,121.4560069,23.340115
AS_0969,城子埔 Ⅱ,臺東縣,長濱鄉,121.463808,23.33377099
AS_0970,城山,臺東縣,長濱鄉,121.4152782,23.26017625
AS_0971,界橋,臺東縣,長濱鄉,121.410158,23.217657
AS_0972,紅毛橋,臺東縣,成功鎮,121.3960024,23.14115105
AS_0973,紅葉,臺東縣,延平鄉,121.0695551,22.89799969
AS_0974,紅頭 Ⅰ,臺東縣,蘭嶼鄉,121.5583414,22.02339456
AS_0975,紅頭 Ⅱ,臺東縣,蘭嶼鄉,121.5501704,22.02660193
AS_0976,美和,臺東縣,太麻里鄉,121.0381653,22.67835383
AS_0977,美蘭,臺東縣,東河鄉,121.2843009,23.02621799
AS_0978,胆𫆳,臺東縣,長濱鄉,121.407726,23.22127499
AS_0979,重安,臺東縣,成功鎮,121.392511,23.19715799
AS_0980,重安 Ⅱ,臺東縣,成功鎮,121.385471,23.195144
AS_0981,香蘭,臺東縣,太麻里鄉,120.987152,22.582874
AS_0982,朗島 Ⅰ,臺東縣,蘭嶼鄉,121.5254543,22.08029312
AS_0983,朗島 Ⅱ,臺東縣,蘭嶼鄉,121.5375415,22.08012837
AS_0984,柴口 Ⅰ,臺東縣,綠島鄉,121.4824869,22.67561999
AS_0985,柴口 Ⅱ,臺東縣,綠島鄉,121.4755037,22.67394767
AS_0986,泰安,臺東縣,卑南鄉,121.0623596,22.79295813
AS_0987,泰源,臺東縣,東河鄉,121.2890399,23.00661299
AS_0988,烏石鼻,臺東縣,長濱鄉,121.4137592,23.22664449
AS_0989,真柄,臺東縣,長濱鄉,121.4658059,23.34572999
AS_0990,真柄 Ⅱ,臺東縣,長濱鄉,121.4638419,23.34347899
AS_0991,荒野,臺東縣,太麻里鄉,121.0435929,22.69395099
AS_0992,郡界,臺東縣,卑南鄉,121.1863969,22.85189
AS_0993,高台,臺東縣,卑南鄉,121.0976929,22.80816899
AS_0994,堅石橋,臺東縣,東河鄉,121.260073,22.907777
AS_0995,崎腳,臺東縣,長濱鄉,121.444175,23.311027
AS_0996,常盤橋,臺東縣,東河鄉,121.2845609,22.95471512
AS_0997,掃別,臺東縣,長濱鄉,121.4258121,23.29344789
AS_0998,都橋,臺東縣,東河鄉,121.232243,22.880276
AS_0999,都歷,臺東縣,成功鎮,121.3330009,23.032264
AS_1000,都蘭,臺東縣,東河鄉,121.215681,22.88436399
AS_1001,都蘭北,臺東縣,東河鄉,121.2288439,22.88705399
AS_1002,野銀,臺東縣,蘭嶼鄉,121.5654589,22.04091299
AS_1003,鹿寮溝,臺東縣,長濱鄉,121.421116,23.284903
AS_1004,麻竹嶺,臺東縣,東河鄉,121.258246,22.97280099
AS_1005,富山 Ⅰ,臺東縣,卑南鄉,121.1868479,22.82524799
AS_1006,富山 Ⅱ,臺東縣,卑南鄉,121.1824689,22.82931699
AS_1007,富岡,臺東縣,臺東市,121.1848559,22.79319099
AS_1008,富榮,臺東縣,成功鎮,121.3727219,23.10667699
AS_1009,猴子山,臺東縣,臺東市,121.1899352,22.79728927
AS_1010,莿桐橋,臺東縣,成功鎮,121.328833,23.02342199
AS_1011,隆昌 Ⅰ,臺東縣,東河鄉,121.2668651,22.92768406
AS_1012,隆昌 Ⅱ,臺東縣,東河鄉,121.2717367,22.92973266
AS_1013,順那,臺東縣,東河鄉,121.2946927,23.04737561
AS_1014,黃金橋,臺東縣,長濱鄉,121.4877346,23.42579302
AS_1015,僅那鹿角,臺東縣,長濱鄉,121.4117229,23.250162
AS_1016,新吉,臺東縣,太麻里鄉,121.0153609,22.63976999
AS_1017,新村 Ⅰ,臺東縣,成功鎮,121.3227269,23.02009399
AS_1018,新村 Ⅱ,臺東縣,成功鎮,121.320267,23.011068
AS_1019,新村 Ⅲ,臺東縣,成功鎮,121.322694,23.00618699
AS_1020,新港,臺東縣,成功鎮,121.3733403,23.10134978
AS_1021,新橋,臺東縣,東河鄉,121.2127299,22.86675699
AS_1022,新豐,臺東縣,東河鄉,121.2385415,22.9577729
AS_1023,椰油,臺東縣,蘭嶼鄉,121.5170423,22.04697797
AS_1024,溫泉南,臺東縣,綠島鄉,121.5023079,22.640338
AS_1025,碇橋,臺東縣,東河鄉,121.261547,22.91409599
AS_1026,嘉平,臺東縣,成功鎮,121.3430759,23.06114
AS_1027,嘉蘭,臺東縣,金峰鄉,120.961375,22.599577
AS_1028,寧埔,臺東縣,長濱鄉,121.4090417,23.24233274
AS_1029,漁人 Ⅰ,臺東縣,蘭嶼鄉,121.5435701,22.02688441
AS_1030,漁人 Ⅱ,臺東縣,蘭嶼鄉,121.5408121,22.02659626
AS_1031,漁場 Ⅰ,臺東縣,卑南鄉,121.1853789,22.81937999
AS_1032,漁場 Ⅱ,臺東縣,臺東市,121.1882149,22.81715847
AS_1033,漁港,臺東縣,綠島鄉,121.4758129,22.66070271
AS_1034,漁港南,臺東縣,綠島鄉,121.475602,22.654418
AS_1035,漁橋,臺東縣,東河鄉,121.2162906,22.86679029
AS_1036,綠島．公館,臺東縣,綠島鄉,121.490269,22.674693
AS_1037,綠島．南寮,臺東縣,綠島鄉,121.467865,22.66843799
AS_1038,綠島．溫泉 Ⅰ,臺東縣,綠島鄉,121.4987723,22.64874014
AS_1039,綠島．溫泉 Ⅱ,臺東縣,綠島鄉,121.4982325,22.64606433
AS_1040,台東．鯉魚山,臺東縣,臺東市,121.1434199,22.75394899
AS_1041,賓茂 Ⅰ,臺東縣,太麻里鄉,120.961393,22.53726199
AS_1042,賓茂 Ⅱ,臺東縣,金峰鄉,120.960908,22.533198
AS_1043,德成,臺東縣,東河鄉,121.3042636,23.05998238
AS_1044,德高老,臺東縣,東河鄉,121.295784,23.05739699
AS_1045,德興嶺,臺東縣,東河鄉,121.3049256,23.06375902
AS_1046,樟原 Ⅰ,臺東縣,長濱鄉,121.480695,23.40663799
AS_1047,樟原 Ⅱ,臺東縣,長濱鄉,121.4795896,23.39856045
AS_1048,潮來橋,臺東縣,卑南鄉,121.1869875,22.846623
AS_1049,,臺東縣,卑南鄉,121.1788038,22.84855993
AS_1050,養水橋 Ⅰ,臺東縣,成功鎮,121.321746,23.01761199
AS_1051,養水橋 Ⅱ,臺東縣,成功鎮,121.322227,23.01485699
AS_1052,齒草埔,臺東縣,長濱鄉,121.43732,23.301565
AS_1053,興昌,臺東縣,東河鄉,121.2430595,22.89729809
AS_1054,興昌 Ⅱ,臺東縣,東河鄉,121.2429939,22.896967
AS_1055,興昌 Ⅲ,臺東縣,東河鄉,121.2308529,22.87987899
AS_1056,興昌 Ⅳ,臺東縣,東河鄉,121.2419649,22.89293299
AS_1057,貓山,臺東縣,臺東市,121.1388258,22.7790104
AS_1058,龍田,臺東縣,鹿野鄉,121.1201899,22.913363
AS_1059,舊香蘭,臺東縣,太麻里鄉,120.9985555,22.58063888
AS_1060,豐田,臺東縣,成功鎮,121.335487,23.05086099
AS_1061,豐泉,臺東縣,成功鎮,121.3381559,23.04534699
AS_1062,鯉魚山 Ⅱ,臺東縣,臺東市,121.143908,22.755303
AS_1063,壢坵 Ⅰ,臺東縣,金峰鄉,120.9285621,22.52898625
AS_1064,壢坵 Ⅱ,臺東縣,太麻里鄉,120.932918,22.52305966
AS_1065,瀧乃橋,臺東縣,成功鎮,121.3451779,23.07194207
AS_1066,麒麟,臺東縣,成功鎮,121.3612939,23.09782436
AS_1067,麒麟三號橋,臺東縣,成功鎮,121.355097,23.08657899
AS_1068,蘭子湖,臺東縣,綠島鄉,121.5077769,22.67238099
AS_1069,蘭埔,臺東縣,臺東市,121.1955829,22.801757
AS_1070,觀音洞,臺東縣,綠島鄉,121.5077639,22.668768
AS_1071,Dokabutsidan,臺東縣,蘭嶼鄉,121.5269469,22.078974
AS_1072,Dorikriyaranom,臺東縣,蘭嶼鄉,121.5509669,22.02606099
AS_1073,Giayo,臺東縣,蘭嶼鄉,121.513282,22.05147099
AS_1074,Gisali,臺東縣,蘭嶼鄉,121.532761,22.078955
AS_1075,Hsiminavwuan,臺東縣,蘭嶼鄉,121.5670089,22.040908
AS_1076,Iranuniruk,臺東縣,蘭嶼鄉,121.565136,22.057171
AS_1077,Iratai,臺東縣,蘭嶼鄉,121.543218,22.02608699
AS_1078,Iwatas,臺東縣,蘭嶼鄉,121.5132769,22.05011699
AS_1079,Jibarok,臺東縣,蘭嶼鄉,121.526795,22.03788099
AS_1080,Jibayin,臺東縣,蘭嶼鄉,121.5671169,22.06800199
AS_1081,Jibunun,臺東縣,蘭嶼鄉,121.5292019,22.033809
AS_1082,Jidalan,臺東縣,蘭嶼鄉,121.566667,22.07658299
AS_1083,Jigamuamuanu,臺東縣,蘭嶼鄉,121.568349,22.012454
AS_1084,Jigumalaliyalinl,臺東縣,蘭嶼鄉,121.54682,22.08116599
AS_1085,Jikanyuan,臺東縣,蘭嶼鄉,121.510965,22.08083099
AS_1086,Jikavattoanu,臺東縣,蘭嶼鄉,121.5217659,22.040155
AS_1087,Jilaquabunun,臺東縣,蘭嶼鄉,121.5858439,22.02729399
AS_1088,Jimagailaowud,臺東縣,蘭嶼鄉,121.5577369,22.023328
AS_1089,Jimaguin,臺東縣,蘭嶼鄉,121.566662,22.07522799
AS_1090,Jimalagip,臺東縣,蘭嶼鄉,121.587191,22.00155
AS_1091,Jimalaysin,臺東縣,蘭嶼鄉,121.545368,22.08162299
AS_1092,Jimaragulai,臺東縣,蘭嶼鄉,121.5691059,22.08063899
AS_1093,Jimarawurawuk,臺東縣,蘭嶼鄉,121.567126,22.07026
AS_1094,Jimasabau,臺東縣,蘭嶼鄉,121.527273,22.03607299
AS_1095,Jimasik,臺東縣,蘭嶼鄉,121.560157,22.022868
AS_1096,Jiminigi,臺東縣,蘭嶼鄉,121.5578729,22.05809899
AS_1097,Jiminini,臺東縣,蘭嶼鄉,121.5695159,22.062123
AS_1098,Jimourud,臺東縣,蘭嶼鄉,121.551457,22.02741399
AS_1099,Jinagish,臺東縣,蘭嶼鄉,121.558844,22.05854699
AS_1100,Jirakaran,臺東縣,蘭嶼鄉,121.520991,22.040158
AS_1101,Jirakuabutsi,臺東縣,蘭嶼鄉,121.5707519,22.00793
AS_1102,Jiranweina,臺東縣,蘭嶼鄉,121.572196,22.00566699
AS_1103,Jisumalap,臺東縣,蘭嶼鄉,121.587779,22.026836
AS_1104,Jitapuu,臺東縣,蘭嶼鄉,121.5500059,22.02786999
AS_1105,Labalatz,臺東縣,蘭嶼鄉,121.5737519,22.03140099
AS_1106,Limawawa(Jigawawa),臺東縣,蘭嶼鄉,121.5351899,22.08075299
AS_1107,Lobusbussan,臺東縣,蘭嶼鄉,121.5485479,22.02652
AS_1108,Logasamuraguan,臺東縣,蘭嶼鄉,121.510869,22.05418799
AS_1109,Lomawunatz,臺東縣,蘭嶼鄉,121.569415,22.036835
AS_1110,Lubarulan,臺東縣,蘭嶼鄉,121.5679669,22.03819499
AS_1111,Lubibabunun,臺東縣,蘭嶼鄉,121.574717,22.030495
AS_1112,Lurawan,臺東縣,蘭嶼鄉,121.567006,22.04000499
AS_1113,Rokawaran,臺東縣,蘭嶼鄉,121.551469,22.03057499
AS_1114,Rugaradan,臺東縣,蘭嶼鄉,121.521128,22.077638
AS_1115,Rugimagubabala,臺東縣,蘭嶼鄉,121.522097,22.077635
AS_1116,Rukavgiran,臺東縣,蘭嶼鄉,121.5538679,22.024696
AS_1117,Rumolina,臺東縣,蘭嶼鄉,121.568124,22.07748099
AS_1118,Rusarusol,臺東縣,蘭嶼鄉,121.511828,22.051476
AS_1119,Ruvanuva,臺東縣,蘭嶼鄉,121.530335,22.07805999
AS_1120,Sinawakan,臺東縣,蘭嶼鄉,121.5519519,22.030121
AS_1121,土坂 Ⅱ (Valaka),臺東縣,達仁鄉,120.8268529,22.44821599
AS_1122,柴頭港,嘉義市,西區,120.4083961,23.47067853
AS_1123,北社尾,嘉義市,西區,120.423318,23.4883637
AS_1124,下埤,嘉義市,西區,120.4075037,23.49753383
AS_1125,雲霄厝 Ⅱ,嘉義市,東區,120.462585,23.48606812
AS_1126,雲霄厝 Ⅰ,嘉義市,東區,120.4609986,23.48685045
AS_1127,紅瓦磘,嘉義市,西區,120.4459984,23.49684414
AS_1128,台斗坑遺物出土地點,嘉義市,西區,120.4486077,23.49455932
AS_1129,台斗坑遺物出土地點,嘉義市,西區,120.448383,23.4976418
AS_1130,山仔頂,嘉義市,東區,120.4683722,23.48318333
AS_1131,魚寮子,嘉義縣,民雄鄉,120.4181628,23.54395383
AS_1132,厝子,嘉義縣,溪口鄉,120.4026421,23.5659335
AS_1133,西莊,嘉義縣,新港鄉,120.3745544,23.56727662
AS_1134,竹崎．坪頂,嘉義縣,竹崎鄉,120.5136475,23.50295585
AS_1135,Epeapi-1,嘉義縣,阿里山鄉,120.6975026,23.33369311
AS_1136,Cuuc'u(足之屋)4,嘉義縣,阿里山鄉,120.693023,23.31161602
AS_1137,Cuuc'u(足之屋)3,嘉義縣,阿里山鄉,120.6846717,23.30731396
AS_1138,Cuuc'u(足之屋)2,嘉義縣,阿里山鄉,120.6885877,23.30500343
AS_1139,Cuuc'u(足之屋)1,嘉義縣,阿里山鄉,120.6848838,23.31122383
AS_1140,Cayamavana(茶山)2,嘉義縣,阿里山鄉,120.673275,23.29636541
AS_1141,Cayamavana(茶山)1,嘉義縣,阿里山鄉,120.6652369,23.29872639
AS_1142,Cayamavana(茶山)3,嘉義縣,阿里山鄉,120.6624509,23.30682314
AS_1143,嘉義農場,嘉義縣,大埔鄉,120.5599112,23.25115277
AS_1144,大埔．大埔,嘉義縣,大埔鄉,120.5822594,23.30000456
AS_1145,Voveiveio,嘉義縣,阿里山鄉,120.7320097,23.53774238
AS_1146,鹿寮坪,嘉義縣,梅山鄉,120.6369159,23.58529822
AS_1147,南靖寮,嘉義縣,梅山鄉,120.5672293,23.55560949
AS_1148,社後坪,嘉義縣,梅山鄉,120.7309393,23.56285062
AS_1149,全仔社,嘉義縣,梅山鄉,120.7240132,23.56927477
AS_1150,大坪,嘉義縣,梅山鄉,120.6021555,23.55819587
AS_1151,Tapangu(達邦),嘉義縣,阿里山鄉,120.7501823,23.4551857
AS_1152,Taipicana(達伊必札那)2,嘉義縣,阿里山鄉,120.6770886,23.31885791
AS_1153,Taipicana(達伊必札那)1,嘉義縣,阿里山鄉,120.67335,23.32130409
AS_1154,Taina遺址,嘉義縣,阿里山鄉,120.7606797,23.46778326
AS_1155,Sinvu(新美),嘉義縣,阿里山鄉,120.6801817,23.33839036
AS_1156,Poneo(豐山),嘉義縣,阿里山鄉,120.7499032,23.57561211
AS_1157,Pcopcoknu(竹角),嘉義縣,阿里山鄉,120.7011467,23.44899945
AS_1158,Pasana(扒沙娜),嘉義縣,阿里山鄉,120.7622463,23.48000351
